id,file_path,speech,speaker
lnh_a0306,train/lnh/arctic_a0306.wav,He was pressing beyond the limits of his vocabulary.,lnh
lnh_b0408,train/lnh/arctic_b0408.wav,You have all the advantage.,lnh
awb_b0349,train/awb/arctic_b0349.wav,In such a tumbling of values was no time to sell.,awb
slt_a0299,train/slt/arctic_a0299.wav,I tell you I am disgusted with this adventure tomfoolery and rot.,slt
fem_a0172,train/fem/arctic_a0172.wav,Gregson had left the outer door slightly ajar.,fem
clb_b0231,train/clb/arctic_b0231.wav,What's that grub-thief got to do with it.,clb
awb_b0227,train/awb/arctic_b0227.wav,Shorty turned to their employers.,awb
aup_a0505,train/aup/arctic_a0505.wav,We fished sharks on Niihau together.,aup
awb_b0238,train/awb/arctic_b0238.wav,The very thought of the effort to swim over was nauseating.,awb
ljm_a0057,train/ljm/arctic_a0057.wav,"I have no idea, replied Philip.",ljm
aew_b0391,train/aew/arctic_b0391.wav,"At sea, Tuesday, March 17, 1908.",aew
slt_a0045,train/slt/arctic_a0045.wav,He moved away as quietly as he had come.,slt
rxr_a0021,train/rxr/arctic_a0021.wav,It fairly clubbed me into recognizing it.,rxr
jmk_a0217,train/jmk/arctic_a0217.wav,"Oppressive as the heat had been, it was now even more oppressive.",jmk
aew_a0359,train/aew/arctic_a0359.wav,Earth and gravel seemed to fill the pan.,aew
slt_a0571,train/slt/arctic_a0571.wav,He had forgotten to build a fire and thaw out.,slt
ljm_a0004,train/ljm/arctic_a0004.wav,"Lord, but I'm glad to see you again, Phil.",ljm
rms_a0395,train/rms/arctic_a0395.wav,"As for himself, weren't the street railway earnings increasing steadily.",rms
clb_b0265,train/clb/arctic_b0265.wav,I was not to cry out in the face of fear.,clb
aew_b0441,train/aew/arctic_b0441.wav,"And there was Ethel Baird, whom also you must remember.",aew
awb_a0349,train/awb/arctic_a0349.wav,They are greatly delighted with anything that is bright or giveth a sound.,awb
rxr_a0443,train/rxr/arctic_a0443.wav,He was worth nothing to the world.,rxr
awb_b0228,train/awb/arctic_b0228.wav,"You were engaged,;",awb
eey_a0554,train/eey/arctic_a0554.wav,"Jack London, Waikiki Beach, Honolulu, Oahu.",eey
lnh_a0541,train/lnh/arctic_a0541.wav,The Warden with a quart of champagne.,lnh
slt_b0125,train/slt/arctic_b0125.wav,It was the third or fourth time that Philip had heard MacDougall swear.,slt
axb_a0367,train/axb/arctic_a0367.wav,"There is not an iota of truth in it, certainly not.",axb
jmk_a0432,train/jmk/arctic_a0432.wav,The boy at the wheel lost his head.,jmk
slp_a0182,train/slp/arctic_a0182.wav,This time he did not yap for mercy.,slp
slt_a0432,train/slt/arctic_a0432.wav,The boy at the wheel lost his head.,slt
rms_a0480,train/rms/arctic_a0480.wav,Tom Spink has a harpoon.,rms
clb_a0140,train/clb/arctic_a0140.wav,"Accept a father's blessing, and with it, this.",clb
axb_a0132,train/axb/arctic_a0132.wav,A cry of joy burst from Philip's lips.,axb
ksp_a0189,train/ksp/arctic_a0189.wav,"The big-eyed, clucking moose-birds were most annoying.",ksp
axb_a0537,train/axb/arctic_a0537.wav,He was an enthusiast and a desert dweller.,axb
clb_a0173,train/clb/arctic_a0173.wav,The date was nearly eighteen years old.,clb
aew_b0451,train/aew/arctic_b0451.wav,You used to joyride like the very devil.,aew
gka_a0473,train/gka/arctic_a0473.wav,The night was calm and snowy.,gka
rxr_a0501,train/rxr/arctic_a0501.wav,"You're joking me, sir, the other managed to articulate.",rxr
bdl_a0534,train/bdl/arctic_a0534.wav,"But Johannes could, and did.",bdl
awb_a0346,train/awb/arctic_a0346.wav,He seemed to fill it with his tremendous vitality.,awb
ljm_a0024,train/ljm/arctic_a0024.wav,It was my reports from the north which chiefly induced people to buy.,ljm
awb_a0347,train/awb/arctic_a0347.wav,She was trying to pass the apron-string around him.,awb
awb_a0471,train/awb/arctic_a0471.wav,In the matter of curry she is a sheer genius.,awb
ksp_b0368,train/ksp/arctic_b0368.wav,Please do not think that I already know it all.,ksp
ahw_a0326,train/ahw/arctic_a0326.wav,Cherokee identified himself with his instinct. ,ahw
aew_a0589,train/aew/arctic_a0589.wav,I was sick once -- typhoid.,aew
rms_a0370,train/rms/arctic_a0370.wav,He saw all men in the business game doing this.,rms
lnh_b0159,train/lnh/arctic_b0159.wav,His teeth shut with a last click.,lnh
slt_a0195,train/slt/arctic_a0195.wav,But a strange thing happened.,slt
awb_a0018,train/awb/arctic_a0018.wav,There was a change now.,awb
lnh_b0006,train/lnh/arctic_b0006.wav,He seized Gregson by the arm and led him to the door.,lnh
jmk_b0210,train/jmk/arctic_b0210.wav,Whatever he guessed he locked away in the taboo room of Naomi.,jmk
aew_b0002,train/aew/arctic_b0002.wav,"You got out by fighting, and I through a pretty girl.",aew
eey_a0293,train/eey/arctic_a0293.wav,They were deep in the primeval forest.,eey
ljm_a0127,train/ljm/arctic_a0127.wav,"It was a temptation, but he resisted it.",ljm
aew_a0584,train/aew/arctic_a0584.wav,I have long noted your thirst unquenchable.,aew
ksp_a0332,train/ksp/arctic_a0332.wav,"Unconsciously, our yells and exclamations yielded to this rhythm.",ksp
clb_b0047,train/clb/arctic_b0047.wav,Suppose you saw me at work through the window.,clb
rms_b0117,train/rms/arctic_b0117.wav,"That's Thorpe's, said the young engineer.",rms
ksp_a0500,train/ksp/arctic_a0500.wav,Who the devil gave it to you to be judge and jury.,ksp
bdl_a0549,train/bdl/arctic_a0549.wav,Do you know that we weigh every pound of coal we burn.,bdl
aup_a0151,train/aup/arctic_a0151.wav,"And MacDougall was beyond the trail, with three weeks to spare.",aup
fem_a0495,train/fem/arctic_a0495.wav,He bore no grudges and had few enemies.,fem
lnh_a0492,train/lnh/arctic_a0492.wav,Burnt out like the crater of a volcano.,lnh
rms_a0130,train/rms/arctic_a0130.wav,"She was his now, forever.",rms
clb_a0212,train/clb/arctic_a0212.wav,"Fresh cases, still able to walk, they clustered about the spokesman.",clb
rms_a0324,train/rms/arctic_a0324.wav,It was not Red-Eye's way to forego revenge so easily.,rms
ahw_a0095,train/ahw/arctic_a0095.wav,A big canvas tent was the first thing to come within his vision. ,ahw
lnh_b0385,train/lnh/arctic_b0385.wav,Last night he showed all the symptoms of coming down with pneumonia.,lnh
awb_a0168,train/awb/arctic_a0168.wav,Two days ago Jeanne learned where her father's men were hiding.,awb
aew_a0257,train/aew/arctic_a0257.wav,"They are coming ashore, whoever they are.",aew
ksp_a0316,train/ksp/arctic_a0316.wav,"We had been chased by them ourselves, more than once.",ksp
jmk_b0312,train/jmk/arctic_b0312.wav,"Dig in; you're sure good, was Daylight's answer.",jmk
slt_b0524,train/slt/arctic_b0524.wav,"So far as flags were concerned, they were beyond all jurisdiction.",slt
aup_a0020,train/aup/arctic_a0020.wav,Clubs and balls and cities grew to be only memories.,aup
jmk_a0426,train/jmk/arctic_a0426.wav,They do not know the length of time of incubation.,jmk
awb_a0569,train/awb/arctic_a0569.wav,"With them were Indians, also three other men.",awb
ljm_a0262,train/ljm/arctic_a0262.wav,They wouldn't be sweeping a big vessel like the Martha.,ljm
lnh_b0136,train/lnh/arctic_b0136.wav,Swiftly his eyes measured the situation.,lnh
lnh_a0426,train/lnh/arctic_a0426.wav,They do not know the length of time of incubation.,lnh
gka_a0558,train/gka/arctic_a0558.wav,"And the foundation stone of service, in his case, was obedience.",gka
bdl_a0557,train/bdl/arctic_a0557.wav,The last refugee had passed.,bdl
eey_a0254,train/eey/arctic_a0254.wav,"Straight out they swam, their heads growing smaller and smaller.",eey
slt_b0539,train/slt/arctic_b0539.wav,"You were making them talk shop, Ruth charged him.",slt
fem_a0543,train/fem/arctic_a0543.wav,"I had been born with no organic, chemical predisposition toward alcohol.",fem
clb_b0041,train/clb/arctic_b0041.wav,"But if Pierre did not return, until tomorrow.",clb
awb_b0421,train/awb/arctic_b0421.wav,"On occasion, on this traverse, the Cape Verde Islands are raised.",awb
awb_a0527,train/awb/arctic_a0527.wav,At once would be instituted a dozen cooperative commonwealth states.,awb
lnh_a0054,train/lnh/arctic_a0054.wav,There was nothing on the rock.,lnh
jmk_b0294,train/jmk/arctic_b0294.wav,For a much longer time Lop-Ear and I remained and watched.,jmk
clb_b0398,train/clb/arctic_b0398.wav,"I have been robbed, sir, I amended.",clb
ahw_a0423,train/ahw/arctic_a0423.wav,McVeigh when he returns from a trip to Honolulu. ,ahw
awb_b0333,train/awb/arctic_b0333.wav,"It does, was her audacious answer.",awb
slt_b0015,train/slt/arctic_b0015.wav,They robbed me a few years later.,slt
aew_b0297,train/aew/arctic_b0297.wav,Why should a fellow throw up the sponge after the first round.,aew
awb_b0180,train/awb/arctic_b0180.wav,"I, I beg pardon, he drawled.",awb
ksp_a0557,train/ksp/arctic_a0557.wav,The last refugee had passed.,ksp
rms_a0540,train/rms/arctic_a0540.wav,"Yea, so are all the lesser animals of today clean.",rms
awb_a0255,train/awb/arctic_a0255.wav,He it was that lived to found the family of the Patino.,awb
axb_a0290,train/axb/arctic_a0290.wav,One by one the boys were captured.,axb
fem_a0001,train/fem/arctic_a0001.wav,"Author of the danger trail, Philip Steels, etc.",fem
ahw_a0411,train/ahw/arctic_a0411.wav,It will break our hearts and our backs to hoist anchor by hand. ,ahw
ksp_b0336,train/ksp/arctic_b0336.wav,"How old are you, mother.",ksp
jmk_b0539,train/jmk/arctic_b0539.wav,"You were making them talk shop, Ruth charged him.",jmk
aew_b0395,train/aew/arctic_b0395.wav,"I was beneath the water, suffocating and drowning.",aew
clb_b0518,train/clb/arctic_b0518.wav,But there was also talk of witchcraft in the village.,clb
ljm_a0021,train/ljm/arctic_a0021.wav,It fairly clubbed me into recognizing it.,ljm
gka_a0499,train/gka/arctic_a0499.wav,And right there I saw and knew it all.,gka
rxr_a0517,train/rxr/arctic_a0517.wav,Out of abstractions Ernest had conjured a vision and made them see it.,rxr
awb_b0528,train/awb/arctic_b0528.wav,"Thirty pounds, said the captain with finality.",awb
clb_a0203,train/clb/arctic_a0203.wav,They were following the shore of a lake.,clb
aup_a0097,train/aup/arctic_a0097.wav,Then you can arrange yourself comfortably among these robes in the bow.,aup
aup_a0105,train/aup/arctic_a0105.wav,"Only, it is so wonderful, so almost impossible to believe.",aup
eey_a0299,train/eey/arctic_a0299.wav,I tell you I am disgusted with this adventure tomfoolery and rot.,eey
slt_b0464,train/slt/arctic_b0464.wav,I could not agree with Ernest.,slt
slt_a0028,train/slt/arctic_a0028.wav,"Robbery, bribery, fraud,",slt
ljm_a0177,train/ljm/arctic_a0177.wav,She had been thoroughly and efficiently mauled.,ljm
slp_a0255,train/slp/arctic_a0255.wav,"You won't die of malnutrition, be sure of that.",slp
lnh_b0316,train/lnh/arctic_b0316.wav,"Though the aurora still flamed, another day had begun.",lnh
ksp_a0357,train/ksp/arctic_a0357.wav,"A month passed by, and Bonanza Creek remained quiet.",ksp
awb_a0141,train/awb/arctic_a0141.wav,He told himself that as he washed himself and groomed his disheveled clothes.,awb
clb_a0084,train/clb/arctic_a0084.wav,Scarcely had he uttered the name when Pierre's closing eyes shot open.,clb
clb_a0436,train/clb/arctic_a0436.wav,But Martin smiled a superior smile.,clb
slp_a0073,train/slp/arctic_a0073.wav,"The promoter's eyes were heavy, with little puffy bags under them.",slp
slp_a0316,train/slp/arctic_a0316.wav,"We had been chased by them ourselves, more than once.",slp
ksp_b0381,train/ksp/arctic_b0381.wav,And how would we ever find ourselves.,ksp
ksp_b0212,train/ksp/arctic_b0212.wav,Death is and has been ever since old Maui died.,ksp
clb_b0417,train/clb/arctic_b0417.wav,The next thing to watch out for is bed sores.,clb
axb_a0565,train/axb/arctic_a0565.wav,"With them were Indians, also three other men.",axb
rxr_c0073,train/rxr/arctic_c0073.wav,O'Brien downed his drink and bent forward with wobbling pen to affix his signature.,rxr
lnh_a0112,train/lnh/arctic_a0112.wav,He was wounded in the arm.,lnh
clb_a0087,train/clb/arctic_a0087.wav,"Philip bent lower, and stared into the face of the dead man.",clb
lnh_a0422,train/lnh/arctic_a0422.wav,Halfway around the track one donkey got into an argument with its rider.,lnh
clb_b0030,train/clb/arctic_b0030.wav,Gregson held a lighted match until it burnt his fingertips.,clb
aup_a0356,train/aup/arctic_a0356.wav,You don't catch me at any such foolishness.,aup
lnh_b0246,train/lnh/arctic_b0246.wav,The boy grew and prospered.,lnh
clb_a0380,train/clb/arctic_a0380.wav,But in the canyons water was plentiful and also a luxuriant forest growth.,clb
rms_a0025,train/rms/arctic_a0025.wav,I was about to do this when cooler judgment prevailed.,rms
clb_b0354,train/clb/arctic_b0354.wav,It's that much junk.,clb
lnh_b0093,train/lnh/arctic_b0093.wav,Darkness hid him from Jeanne.,lnh
aup_a0101,train/aup/arctic_a0101.wav,"You, you would not keep the truth from me.",aup
awb_b0286,train/awb/arctic_b0286.wav,The time was considered auspicious.,awb
ksp_b0312,train/ksp/arctic_b0312.wav,"Dig in; you're sure good, was Daylight's answer.",ksp
rms_a0433,train/rms/arctic_a0433.wav,"To her the bridge was tambo, which is the native for taboo.",rms
jmk_a0261,train/jmk/arctic_a0261.wav,I have been doubly baptized.,jmk
ksp_a0373,train/ksp/arctic_a0373.wav,"Points of view, new ideas, life.",ksp
ahw_a0271,train/ahw/arctic_a0271.wav,Now please give a plain statement of what occurred. ,ahw
rms_a0339,train/rms/arctic_a0339.wav,"They obeyed him, and went here and there at his commands.",rms
axb_a0277,train/axb/arctic_a0277.wav,"McCoy found a stifling, poisonous atmosphere in the pent cabin.",axb
slt_a0525,train/slt/arctic_a0525.wav,"The Oligarchy wanted violence, and it set its agents provocateurs to work.",slt
ahw_a0474,train/ahw/arctic_a0474.wav,I sailed third mate in the little Vampire before you were born. ,ahw
axb_a0521,train/axb/arctic_a0521.wav,Without them he could not run his empire.,axb
lnh_a0065,train/lnh/arctic_a0065.wav,They closed now until his fingers were like cords of steel.,lnh
clb_a0043,train/clb/arctic_a0043.wav,It seemed nearer to him since he had seen and talked with Gregson.,clb
rxr_a0099,train/rxr/arctic_a0099.wav,A maddening joy pounded in his brain.,rxr
bdl_a0079,train/bdl/arctic_a0079.wav,It was a large canoe.,bdl
axb_a0262,train/axb/arctic_a0262.wav,They wouldn't be sweeping a big vessel like the Martha.,axb
rms_b0299,train/rms/arctic_b0299.wav,Miss Brodie's smile was slightly sarcastic.,rms
bdl_b0420,train/bdl/arctic_b0420.wav,"On occasion, on this traverse, the Cape Verde Islands are raised.",bdl
ljm_a0013,train/ljm/arctic_a0013.wav,"He was a head shorter than his companion, of almost delicate physique.",ljm
awb_a0212,train/awb/arctic_a0212.wav,Its diameter was not more than two hundred yards.,awb
bdl_a0384,train/bdl/arctic_a0384.wav,The farmer works the soil and produces grain.,bdl
jmk_a0528,train/jmk/arctic_a0528.wav,"Men who endure it, call it living death.",jmk
rms_a0523,train/rms/arctic_a0523.wav,They could not continue their method of producing surpluses.,rms
axb_a0072,train/axb/arctic_a0072.wav,But who was Eileen's double.,axb
rms_a0255,train/rms/arctic_a0255.wav,"You won't die of malnutrition, be sure of that.",rms
rms_b0266,train/rms/arctic_b0266.wav,And now put yourself in my place for a moment.,rms
awb_a0567,train/awb/arctic_a0567.wav,An hallucination began to trouble him.,awb
aew_a0566,train/aew/arctic_a0566.wav,Dennin's hands were released long enough for him to sign the document.,aew
rxr_a0472,train/rxr/arctic_a0472.wav,"He is too keenly intelligent, too sharply sensitive, successfully to endure.",rxr
aup_a0240,train/aup/arctic_a0240.wav,Wash your hands of me.,aup
aew_a0006,train/aew/arctic_a0006.wav,"God bless 'em, I hope I'll go on seeing them forever.",aew
ksp_a0112,train/ksp/arctic_a0112.wav,He was wounded in the arm.,ksp
rxr_a0313,train/rxr/arctic_a0313.wav,Broken-Tooth yelled with fright and pain.,rxr
fem_a0318,train/fem/arctic_a0318.wav,Production is doubling and quadrupling upon itself.,fem
bdl_a0343,train/bdl/arctic_a0343.wav,"You mean for this State, General, Alberta.",bdl
lnh_b0482,train/lnh/arctic_b0482.wav,Many other similar disconcerting omissions will be noticed in the Manuscript.,lnh
awb_b0161,train/awb/arctic_b0161.wav,"In a flash he was on his feet, facing him.",awb
slt_a0198,train/slt/arctic_a0198.wav,Sometimes her dreams were filled with visions.,slt
slt_b0394,train/slt/arctic_b0394.wav,"The boy hesitated, then mastered his temper.",slt
eey_a0126,train/eey/arctic_a0126.wav,Each day she became a more vital part of him.,eey
awb_b0263,train/awb/arctic_b0263.wav,Only once did I confide the strangeness of it all to another.,awb
axb_a0199,train/axb/arctic_a0199.wav,Thus had the raw wilderness prepared him for this day.,axb
awb_b0264,train/awb/arctic_b0264.wav,But this time it was Saxon who rebelled.,awb
rms_b0496,train/rms/arctic_b0496.wav,I have seen myself that one man contemplated by Pascal's philosophic eye.,rms
ljm_a0072,train/ljm/arctic_a0072.wav,But who was Eileen's double.,ljm
ljm_a0374,train/ljm/arctic_a0374.wav,"But life's worth more than cash, she argued.",ljm
jmk_b0400,train/jmk/arctic_b0400.wav,How could I answer the question on the spur of the moment.,jmk
aew_a0420,train/aew/arctic_a0420.wav,When I came to I was waving my hat and murmuring ecstatically.,aew
slt_b0536,train/slt/arctic_b0536.wav,Typhoid -- did I tell you.,slt
slt_b0198,train/slt/arctic_b0198.wav,I use great trouble advisedly.,slt
rxr_a0206,train/rxr/arctic_a0206.wav,He says he bought him of Jacques Le Beau.,rxr
slt_b0142,train/slt/arctic_b0142.wav,Something vastly more thrilling had come into it now.,slt
slt_b0128,train/slt/arctic_b0128.wav,Philip bent low over Pierre.,slt
jmk_a0524,train/jmk/arctic_a0524.wav,At once would be instituted a dozen cooperative commonwealth states.,jmk
clb_a0113,train/clb/arctic_a0113.wav,I suppose you picked that lingo up among the Indians.,clb
slt_a0254,train/slt/arctic_a0254.wav,"Straight out they swam, their heads growing smaller and smaller.",slt
slp_a0177,train/slp/arctic_a0177.wav,She had been thoroughly and efficiently mauled.,slp
lnh_a0137,train/lnh/arctic_a0137.wav,Then he stepped back with a low cry of pleasure.,lnh
lnh_a0395,train/lnh/arctic_a0395.wav,"As for himself, weren't the street railway earnings increasing steadily.",lnh
awb_a0015,train/awb/arctic_a0015.wav,It's the aurora borealis.,awb
aup_a0181,train/aup/arctic_a0181.wav,"So cheer up, and give us your paw.",aup
fem_a0471,train/fem/arctic_a0471.wav,I saw Mr Pike nod his head grimly and sarcastically.,fem
rms_a0147,train/rms/arctic_a0147.wav,A moment before he was intoxicated by a joy that was almost madness.,rms
jmk_b0457,train/jmk/arctic_b0457.wav,It was sanctification and salvation.,jmk
awb_a0147,train/awb/arctic_a0147.wav,"I have to be careful of them, as they tear very easily.",awb
eey_a0456,train/eey/arctic_a0456.wav,"But it won't continue, she said with easy confidence.",eey
jmk_a0069,train/jmk/arctic_a0069.wav,It was his intention to return to Eileen and her father.,jmk
bdl_a0288,train/bdl/arctic_a0288.wav,"Those are my oysters, he said at last.",bdl
slt_b0035,train/slt/arctic_b0035.wav,"After all, the picture was only a resemblance.",slt
ljm_a0281,train/ljm/arctic_a0281.wav,I do not blame you for anything; remember that.,ljm
aup_a0507,train/aup/arctic_a0507.wav,"In short, my joyous individualism was dominated by the orthodox bourgeois ethics.",aup
bdl_b0305,train/bdl/arctic_b0305.wav,It was our river emerging like ourselves from the great swamp.,bdl
axb_a0092,train/axb/arctic_a0092.wav,"He went down in midstream, searching the shadows of both shores.",axb
lnh_b0299,train/lnh/arctic_b0299.wav,Miss Brodie's smile was slightly sarcastic.,lnh
aup_a0266,train/aup/arctic_a0266.wav,"They handled two men already, both grub-thieves.",aup
clb_a0505,train/clb/arctic_a0505.wav,We fished sharks on Niihau together.,clb
awb_a0380,train/awb/arctic_a0380.wav,That's why its boundaries are all gouged and jagged.,awb
awb_b0083,train/awb/arctic_b0083.wav,In it there was something that was almost tragedy.,awb
aew_a0259,train/aew/arctic_a0259.wav,Think of investing in such an adventure.,aew
aup_a0451,train/aup/arctic_a0451.wav,I noticed blood spouting from Kerfoot's left hand.,aup
aew_b0394,train/aew/arctic_b0394.wav,"The boy hesitated, then mastered his temper.",aew
eey_a0247,train/eey/arctic_a0247.wav,They ought to pass here some time today.,eey
slt_a0312,train/slt/arctic_a0312.wav,It lived in perpetual apprehension of that quarter of the compass.,slt
clb_a0233,train/clb/arctic_a0233.wav,I never allow what can't be changed to annoy me.,clb
lnh_a0201,train/lnh/arctic_a0201.wav,"He cried, and swung the club wildly.",lnh
aew_a0182,train/aew/arctic_a0182.wav,This time he did not yap for mercy.,aew
rms_b0477,train/rms/arctic_b0477.wav,You're going in for grab sharing.,rms
bdl_b0471,train/bdl/arctic_b0471.wav,"Also a fellow Senator, Chauncey Depew, said.",bdl
awb_a0210,train/awb/arctic_a0210.wav,"Youth had come back to her, freed from the yoke of oppression.",awb
rms_a0485,train/rms/arctic_a0485.wav,Each insult added to the value of the claim.,rms
aew_a0216,train/aew/arctic_a0216.wav,The other felt a sudden wave of irritation rush through him.,aew
clb_b0152,train/clb/arctic_b0152.wav,"OW, a wild dog, he growled.",clb
rxr_c0038,train/rxr/arctic_c0038.wav,Sail had been made so that the Pyrenees was doing ten knots.,rxr
bdl_a0521,train/bdl/arctic_a0521.wav,Without them he could not run his empire.,bdl
aew_b0446,train/aew/arctic_b0446.wav,Some one had thrust a large sheath-knife into his hand.,aew
fem_a0570,train/fem/arctic_a0570.wav,Behind him lay the thousand-years-long road across all Siberia and Russia.,fem
clb_b0520,train/clb/arctic_b0520.wav,"Hans hurled himself upon the prostrate man, striking madly with his fists.",clb
jmk_a0430,train/jmk/arctic_a0430.wav,Nevertheless we found ourselves once more in the high seat of abundance.,jmk
slt_b0150,train/slt/arctic_b0150.wav,And he was filled with a strange and foreboding fear.,slt
awb_a0199,train/awb/arctic_a0199.wav,"Such a dog the wise driver kills, or turns loose.",awb
ahw_a0330,train/ahw/arctic_a0330.wav,Red-Eye never committed a more outrageous deed. ,ahw
clb_a0014,train/clb/arctic_a0014.wav,"Now you're coming down to business, Phil, he exclaimed.",clb
aew_b0430,train/aew/arctic_b0430.wav,They were babbling and chattering all together.,aew
lnh_b0346,train/lnh/arctic_b0346.wav,There's not an iota of truth in it.,lnh
axb_a0411,train/axb/arctic_a0411.wav,It will break our hearts and our backs to hoist anchor by hand.,axb
bdl_b0243,train/bdl/arctic_b0243.wav,They had been on the same lay as ourselves.,bdl
aew_a0488,train/aew/arctic_a0488.wav,Their love burned with increasing brightness.,aew
eey_a0029,train/eey/arctic_a0029.wav,Their forces were already moving into the north country.,eey
fem_a0234,train/fem/arctic_a0234.wav,"Why, the average review is more nauseating than cod liver oil.",fem
rms_a0175,train/rms/arctic_a0175.wav,Down there the earth was already swelling with life.,rms
ljm_a0549,train/ljm/arctic_a0549.wav,Do you know that we weigh every pound of coal we burn.,ljm
bdl_b0227,train/bdl/arctic_b0227.wav,Shorty turned to their employers.,bdl
aew_a0201,train/aew/arctic_a0201.wav,"He cried, and swung the club wildly.",aew
axb_a0119,train/axb/arctic_a0119.wav,Jeanne was turning the bow shoreward.,axb
jmk_b0482,train/jmk/arctic_b0482.wav,Many other similar disconcerting omissions will be noticed in the Manuscript.,jmk
slt_b0331,train/slt/arctic_b0331.wav,His partners had starved and died on the Stewart.,slt
lnh_a0129,train/lnh/arctic_a0129.wav,Her face was against his breast.,lnh
aew_b0191,train/aew/arctic_b0191.wav,He also contended that better confidence was established by carrying no weapons.,aew
ksp_b0378,train/ksp/arctic_b0378.wav,I like to speculate upon the glorious future of man.,ksp
gka_a0173,train/gka/arctic_a0173.wav,The date was nearly eighteen years old.,gka
lnh_a0315,train/lnh/arctic_a0315.wav,"Saxon waited, for she knew a fresh idea had struck Billy.",lnh
gka_a0455,train/gka/arctic_a0455.wav,"I obeyed, and a minute or two later they stood before him.",gka
ksp_b0233,train/ksp/arctic_b0233.wav,"So she said, the irate skipper dashed on.",ksp
clb_a0082,train/clb/arctic_a0082.wav,His face was streaming with blood.,clb
jmk_a0038,train/jmk/arctic_a0038.wav,We'll have to watch our chances.,jmk
jmk_b0533,train/jmk/arctic_b0533.wav,His abnormal power of vision made abstractions take on concrete form.,jmk
slt_b0449,train/slt/arctic_b0449.wav,"Also, she wouldn't walk.",slt
axb_a0389,train/axb/arctic_a0389.wav,"Mab, she said.",axb
rms_b0449,train/rms/arctic_b0449.wav,"Also, she wouldn't walk.",rms
axb_a0257,train/axb/arctic_a0257.wav,"They are coming ashore, whoever they are.",axb
clb_a0181,train/clb/arctic_a0181.wav,"So cheer up, and give us your paw.",clb
jmk_b0383,train/jmk/arctic_b0383.wav,A bush chief had died a natural death.,jmk
rms_b0354,train/rms/arctic_b0354.wav,It's that much junk.,rms
rxr_a0272,train/rxr/arctic_a0272.wav,You can take a vacation on pay.,rxr
aup_a0095,train/aup/arctic_a0095.wav,A big canvas tent was the first thing to come within his vision.,aup
bdl_b0171,train/bdl/arctic_b0171.wav,He changed his seat for a steamer reclining chair.,bdl
rms_b0358,train/rms/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip.,rms
aew_b0365,train/aew/arctic_b0365.wav,"My age, in years, is twenty two.",aew
ahw_a0133,train/ahw/arctic_a0133.wav,Philip began to feel that he had foolishly overestimated his strength. ,ahw
ksp_b0146,train/ksp/arctic_b0146.wav,"After all, it was simply a mistake in judgment.",ksp
ksp_a0259,train/ksp/arctic_a0259.wav,Think of investing in such an adventure.,ksp
clb_a0292,train/clb/arctic_a0292.wav,"Here, in the midmorning, the first casualty occurred.",clb
slt_a0261,train/slt/arctic_a0261.wav,I have been doubly baptized.,slt
awb_a0044,train/awb/arctic_a0044.wav,Her own betrayal of herself was like tonic to Philip.,awb
slt_a0436,train/slt/arctic_a0436.wav,But Martin smiled a superior smile.,slt
ahw_a0115,train/ahw/arctic_a0115.wav,He had no excuse for the feelings which were aroused in him. ,ahw
rxr_a0415,train/rxr/arctic_a0415.wav,It lasted as a deterrent for two days.,rxr
slt_a0581,train/slt/arctic_a0581.wav,It was this proposition that started the big idea in Daughtry's mind.,slt
aew_a0564,train/aew/arctic_a0564.wav,"Then it is as I said, Womble announced with finality.",aew
rms_b0507,train/rms/arctic_b0507.wav,Did I possess too much vitality.,rms
lnh_b0447,train/lnh/arctic_b0447.wav,O'Brien emitted a shriek that sank swiftly to a gurgling sob.,lnh
slt_b0038,train/slt/arctic_b0038.wav,In her haste to get away she had forgotten these things.,slt
aup_a0144,train/aup/arctic_a0144.wav,But there was something even more startling than this resemblance.,aup
bdl_b0116,train/bdl/arctic_b0116.wav,"I have hunted along this ridge, replied Philip.",bdl
rms_b0304,train/rms/arctic_b0304.wav,His previous wives had never lived long enough to bear him children.,rms
fem_a0370,train/fem/arctic_a0370.wav,He saw all men in the business game doing this.,fem
eey_a0461,train/eey/arctic_a0461.wav,"Ah, we were very close together in that moment.",eey
eey_a0174,train/eey/arctic_a0174.wav,They were the presage of storm.,eey
clb_b0017,train/clb/arctic_b0017.wav,"Everything was working smoothly, better than I had expected.",clb
slp_a0557,train/slp/arctic_a0557.wav,The last refugee had passed.,slp
rms_a0068,train/rms/arctic_a0068.wav,In a flash Philip followed its direction.,rms
axb_a0126,train/axb/arctic_a0126.wav,Each day she became a more vital part of him.,axb
axb_a0578,train/axb/arctic_a0578.wav,But we'll just postpone this.,axb
slt_b0255,train/slt/arctic_b0255.wav,"Then, again, Tudor had such an irritating way about him.",slt
fem_a0395,train/fem/arctic_a0395.wav,"As for himself, weren't the street railway earnings increasing steadily.",fem
slp_a0002,train/slp/arctic_a0002.wav,"Not at this particular case, Tom, apologized Whittemore.",slp
rms_a0463,train/rms/arctic_a0463.wav,"They are his tongue, by which he makes his knowledge articulate.",rms
slt_b0082,train/slt/arctic_b0082.wav,"He bit his tongue, and cursed himself at this fresh break.",slt
slt_b0491,train/slt/arctic_b0491.wav,"Jacob Brinker, who was his roadmate, brought the news.",slt
